trial,stimulus,prime,word,responsetime,accuracy
1,38,NH1,payday,849,1
2,61,NL2,relax,753,1
3,29,PL2,morgue,761,1
4,23,PL1,fatal,767,1
5,60,NL2,arrest,803,1
6,63,NL2,excite,742,1
7,37,NH1,excite,682,1
8,13,PH2,fatal,982,1
9,3,PH1,relax,662,1
10,43,NH2,morgue,600,1
11,16,PH2,dismal,665,1
12,12,PH2,comfy,783,1
13,5,PH1,fatal,626,1
14,10,PH2,payday,996,1
15,50,NL1,dismal,757,1
16,35,NH1,morgue,475,2
17,11,PH2,relax,786,1
18,8,PH1,dismal,629,1
19,26,PL2,comfy,660,1
20,51,NL1,fatal,711,1
21,24,PL1,arrest,875,1
22,64,NL2,payday,608,1
23,32,PL2,arrest,699,1
24,46,NH2,payday,574,1
25,22,PL1,dismal,589,1
26,57,NL2,morgue,818,1
27,52,NL1,arrest,615,1
28,15,PH2,morgue,810,1
29,1,PH1,excite,989,1
30,6,PH1,arrest,539,1
31,40,NH1,comfy,626,1
32,45,NH2,excite,728,1
33,58,NL2,dismal,608,1
34,18,PL1,comfy,578,1
35,49,NL1,morgue,624,1
36,20,PL1,payday,729,1
37,17,PL1,relax,477,1
38,62,NL2,comfy,577,1
39,9,PH2,excite,758,1
40,39,NH1,relax,618,1
41,42,NH2,arrest,743,1
42,27,PL2,excite,680,1
43,2,PH1,payday,916,1
44,59,NL2,fatal,645,1
45,47,NH2,relax,606,1
46,4,PH1,comfy,609,1
47,56,NL1,payday,539,1
48,54,NL1,comfy,596,1
49,34,NH1,arrest,652,1
50,21,PL1,morgue,584,1
51,31,PL2,fatal,635,1
52,19,PL1,excite,578,1
53,53,NL1,relax,542,1
54,55,NL1,excite,560,1
55,28,PL2,payday,617,1
56,30,PL2,dismal,636,1
57,48,NH2,comfy,704,1
58,14,PH2,arrest,553,1
59,7,PH1,morgue,620,1
60,41,NH2,fatal,555,1
61,33,NH1,fatal,539,1
62,36,NH1,dismal,418,1
63,3,PH1,relax,522,1
64,48,NH2,comfy,457,1
65,17,PL1,relax,505,1
66,23,PL1,fatal,551,1
67,40,NH1,comfy,392,1
68,11,PH2,relax,362,1
69,27,PL2,excite,333,1
70,14,PH2,arrest,274,2
71,61,NL2,relax,536,1
72,55,NL1,excite,426,1
73,58,NL2,dismal,448,1
74,60,NL2,arrest,537,1
75,53,NL1,relax,510,1
76,43,NH2,morgue,492,1
77,24,PL1,arrest,443,1
78,45,NH2,excite,465,1
79,5,PH1,fatal,455,1
80,49,NL1,morgue,432,1
81,20,PL1,payday,391,1
82,37,NH1,excite,463,1
83,35,NH1,morgue,449,1
84,15,PH2,morgue,300,2
85,64,NL2,payday,486,1
86,63,NL2,excite,465,2
87,56,NL1,payday,512,1
88,50,NL1,dismal,565,1
89,7,PH1,morgue,535,1
90,34,NH1,arrest,459,1
91,39,NH1,relax,499,1
92,47,NH2,relax,421,1
93,29,PL2,morgue,510,1
94,9,PH2,excite,421,1
95,12,PH2,comfy,467,1
96,25,PL2,relax,475,1
97,6,PH1,arrest,540,1
98,22,PL1,dismal,531,1
99,13,PH2,fatal,522,1
100,44,NH2,dismal,482,1
101,18,PL1,comfy,507,1
102,2,PH1,payday,489,1
103,4,PH1,comfy,479,1
104,21,PL1,morgue,480,1
105,54,NL1,comfy,476,1
106,38,NH1,payday,442,1
107,42,NH2,arrest,496,1
108,46,NH2,payday,541,1
109,33,NH1,fatal,443,1
110,52,NL1,arrest,400,1
111,59,NL2,fatal,394,1
112,62,NL2,comfy,425,1
113,1,PH1,excite,482,1
114,26,PL2,comfy,496,1
115,16,PH2,dismal,494,1
116,51,NL1,fatal,462,1
117,19,PL1,excite,506,1
118,32,PL2,arrest,461,1
119,31,PL2,fatal,434,1
120,41,NH2,fatal,414,1
121,30,PL2,dismal,486,1
122,41,NH2,fatal,910,1
123,57,NL2,morgue,1059,1
124,62,NL2,comfy,1055,1
125,37,NH1,excite,1088,1
126,23,PL1,fatal,661,1
127,10,PH2,payday,820,1
128,24,PL1,arrest,1075,1
129,30,PL2,dismal,1114,1
130,5,PH1,fatal,711,1
131,20,PL1,payday,921,1
132,61,NL2,relax,890,1
133,64,NL2,payday,926,1
134,2,PH1,payday,653,1
135,58,NL2,dismal,715,1
136,7,PH1,morgue,741,1
137,35,NH1,morgue,801,1
138,21,PL1,morgue,673,1
139,50,NL1,dismal,668,1
140,60,NL2,arrest,638,1
141,52,NL1,arrest,478,1
142,13,PH2,fatal,886,1
143,54,NL1,comfy,747,1
144,38,NH1,payday,634,1
145,17,PL1,relax,1077,1
146,55,NL1,excite,676,1
147,22,PL1,dismal,581,1
148,39,NH1,relax,1101,1
149,34,NH1,arrest,685,1
150,28,PL2,payday,578,1
151,31,PL2,fatal,522,1
152,33,NH1,fatal,587,1
153,14,PH2,arrest,592,1
154,32,PL2,arrest,468,1
155,19,PL1,excite,789,1
156,12,PH2,comfy,851,1
157,49,NL1,morgue,548,1
158,56,NL1,payday,496,1
159,44,NH2,dismal,577,1
160,27,PL2,excite,565,1
161,26,PL2,comfy,605,1
162,36,NH1,dismal,679,1
163,8,PH1,dismal,540,1
164,51,NL1,fatal,664,1
165,11,PH2,relax,570,1
166,42,NH2,arrest,620,1
167,1,PH1,excite,627,1
168,46,NH2,payday,544,1
169,63,NL2,excite,502,1
170,59,NL2,fatal,921,1
171,16,PH2,dismal,885,1
172,29,PL2,morgue,594,1
173,45,NH2,excite,577,1
174,18,PL1,comfy,798,1
175,4,PH1,comfy,452,1
176,53,NL1,relax,748,1
177,43,NH2,morgue,532,1
178,9,PH2,excite,551,1
179,6,PH1,arrest,658,1
180,25,PL2,relax,637,1
181,3,PH1,relax,433,1
182,54,NL1,comfy,652,1
183,24,PL1,arrest,801,1
184,53,NL1,relax,603,1
185,34,NH1,arrest,711,1
186,14,PH2,arrest,580,1
187,20,PL1,payday,654,1
188,29,PL2,morgue,778,1
189,25,PL2,relax,597,1
190,33,NH1,fatal,567,1
191,6,PH1,arrest,835,1
192,10,PH2,payday,618,1
193,21,PL1,morgue,638,1
194,43,NH2,morgue,608,1
195,16,PH2,dismal,727,1
196,52,NL1,arrest,624,1
197,9,PH2,excite,750,1
198,41,NH2,fatal,566,1
199,11,PH2,relax,596,1
200,56,NL1,payday,505,1
201,42,NH2,arrest,586,1
202,47,NH2,relax,746,1
203,8,PH1,dismal,572,1
204,13,PH2,fatal,728,1
205,61,NL2,relax,692,1
206,17,PL1,relax,578,1
207,50,NL1,dismal,681,1
208,27,PL2,excite,570,1
209,1,PH1,excite,561,1
210,55,NL1,excite,596,1
211,2,PH1,payday,758,1
212,62,NL2,comfy,697,1
213,18,PL1,comfy,623,1
214,45,NH2,excite,688,1
215,19,PL1,excite,524,1
216,22,PL1,dismal,629,1
217,39,NH1,relax,571,1
218,32,PL2,arrest,807,1
219,26,PL2,comfy,587,1
220,63,NL2,excite,614,1
221,59,NL2,fatal,686,1
222,64,NL2,payday,683,1
223,23,PL1,fatal,700,1
224,4,PH1,comfy,608,1
225,7,PH1,morgue,668,1
226,46,NH2,payday,656,1
227,35,NH1,morgue,658,1
228,57,NL2,morgue,693,1
229,28,PL2,payday,580,1
230,48,NH2,comfy,635,1
231,38,NH1,payday,625,1
232,58,NL2,dismal,748,1
233,30,PL2,dismal,751,1
234,40,NH1,comfy,571,1
235,15,PH2,morgue,660,1
236,12,PH2,comfy,676,1
237,51,NL1,fatal,628,1
238,31,PL2,fatal,708,1
239,49,NL1,morgue,638,1
240,44,NH2,dismal,792,1
241,3,PH1,relax,629,1
242,13,PH2,fatal,605,1
243,57,NL2,morgue,584,1
244,50,NL1,dismal,547,1
245,27,PL2,excite,493,1
246,14,PH2,arrest,563,1
247,7,PH1,morgue,644,1
248,33,NH1,fatal,603,1
249,34,NH1,arrest,479,1
250,11,PH2,relax,501,1
251,1,PH1,excite,847,1
252,17,PL1,relax,622,1
253,52,NL1,arrest,505,1
254,5,PH1,fatal,522,1
255,35,NH1,morgue,588,1
256,64,NL2,payday,901,1
257,28,PL2,payday,748,1
258,53,NL1,relax,896,1
259,59,NL2,fatal,415,1
260,54,NL1,comfy,606,2
261,24,PL1,arrest,712,1
262,29,PL2,morgue,684,1
263,20,PL1,payday,605,1
264,18,PL1,comfy,768,1
265,60,NL2,arrest,589,1
266,43,NH2,morgue,592,1
267,21,PL1,morgue,671,1
268,36,NH1,dismal,984,1
269,16,PH2,dismal,593,1
270,19,PL1,excite,705,1
271,12,PH2,comfy,550,1
272,37,NH1,excite,480,1
273,45,NH2,excite,543,1
274,63,NL2,excite,1073,1
275,25,PL2,relax,787,1
276,38,NH1,payday,590,1
277,2,PH1,payday,472,1
278,47,NH2,relax,629,1
279,23,PL1,fatal,1388,1
280,51,NL1,fatal,919,1
281,42,NH2,arrest,540,1
282,26,PL2,comfy,670,1
283,48,NH2,comfy,659,1
284,10,PH2,payday,583,1
285,32,PL2,arrest,890,1
286,55,NL1,excite,754,2
287,40,NH1,comfy,936,1
288,56,NL1,payday,1444,1
289,41,NH2,fatal,1025,1
290,9,PH2,excite,867,1
291,44,NH2,dismal,920,1
292,4,PH1,comfy,652,1
293,61,NL2,relax,765,1
294,8,PH1,dismal,1299,1
295,6,PH1,arrest,739,1
296,30,PL2,dismal,996,1
297,31,PL2,fatal,508,1
298,28,PL2,payday,681,1
299,61,NL2,relax,624,1
300,21,PL1,morgue,670,1
301,22,PL1,dismal,527,1
302,13,PH2,fatal,617,1
303,58,NL2,dismal,526,1
304,39,NH1,relax,560,1
305,40,NH1,comfy,672,1
306,1,PH1,excite,524,1
307,44,NH2,dismal,611,1
308,17,PL1,relax,576,1
309,6,PH1,arrest,519,1
310,32,PL2,arrest,395,1
311,12,PH2,comfy,435,1
312,20,PL1,payday,507,1
313,49,NL1,morgue,508,1
314,48,NH2,comfy,487,1
315,16,PH2,dismal,530,1
316,7,PH1,morgue,587,1
317,36,NH1,dismal,498,1
318,64,NL2,payday,548,1
319,14,PH2,arrest,491,1
320,63,NL2,excite,485,1
321,3,PH1,relax,558,1
322,2,PH1,payday,493,1
323,55,NL1,excite,487,1
324,56,NL1,payday,482,1
325,46,NH2,payday,507,1
326,51,NL1,fatal,464,1
327,41,NH2,fatal,409,1
328,15,PH2,morgue,634,1
329,4,PH1,comfy,543,1
330,53,NL1,relax,700,1
331,18,PL1,comfy,529,1
332,27,PL2,excite,444,1
333,30,PL2,dismal,513,1
334,54,NL1,comfy,529,1
335,26,PL2,comfy,405,1
336,43,NH2,morgue,440,1
337,50,NL1,dismal,481,1
338,29,PL2,morgue,479,1
339,8,PH1,dismal,440,1
340,24,PL1,arrest,482,1
341,33,NH1,fatal,418,1
342,62,NL2,comfy,548,1
343,38,NH1,payday,690,1
344,10,PH2,payday,431,1
345,34,NH1,arrest,510,1
346,57,NL2,morgue,467,1
347,35,NH1,morgue,756,1
348,19,PL1,excite,537,1
349,42,NH2,arrest,557,2
350,23,PL1,fatal,595,1
351,47,NH2,relax,484,1
352,11,PH2,relax,535,1
353,45,NH2,excite,607,1
354,31,PL2,fatal,501,1
355,59,NL2,fatal,399,1
356,5,PH1,fatal,368,1
357,60,NL2,arrest,448,1
358,37,NH1,excite,519,1
359,25,PL2,relax,536,1
360,30,PL2,dismal,463,1
361,60,NL2,arrest,548,1
362,6,PH1,arrest,542,1
363,20,PL1,payday,599,1
364,21,PL1,morgue,567,1
365,44,NH2,dismal,529,1
366,19,PL1,excite,478,1
367,51,NL1,fatal,494,1
368,4,PH1,comfy,422,1
369,27,PL2,excite,503,1
370,48,NH2,comfy,526,1
371,62,NL2,comfy,493,1
372,24,PL1,arrest,453,1
373,12,PH2,comfy,466,1
374,54,NL1,comfy,415,1
375,35,NH1,morgue,501,1
376,55,NL1,excite,469,1
377,41,NH2,fatal,501,1
